country_code,country_name,city,postal,latitude,longitude,IPv4,state
FR,France,Larche,19600,45.1229,1.4142000000000001,88.122.113.166,Corrèze
FR,France,Montreuil,93100,48.8642,2.4432,37.165.165.154,Seine-Saint-Denis
FR,France,,,48.8582,2.3387000000000002,94.238.14.17,
FR,France,Paris,75010,48.8709,2.3561,92.169.35.44,Paris
FR,France,Paris,75017,48.8835,2.3219,5.51.218.174,Paris
FR,France,,,48.8582,2.3387000000000002,91.174.213.44,
FR,France,Paris,75010,48.8709,2.3561,37.164.190.109,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,37.170.55.20,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,80.214.71.229,Paris
FR,France,Limeil-Brevannes,94450,48.7448,2.487,89.87.74.23,Val-de-Marne
FR,France,Meaux,77100,48.9601,2.8788,87.91.41.221,Seine-et-Marne
GB,United Kingdom,London,EC2V,51.5161,-0.0949,83.137.1.204,England
FR,France,,,48.8667,2.3333,37.170.158.74,Île-de-France
FR,France,Moyeuvre-Grande,57250,49.2516,6.0475,88.123.209.75,Moselle
FR,France,Paris,75019,48.8817,2.3822,77.207.242.52,Paris
FR,France,Paris,75010,48.8709,2.3561,80.215.11.22,Paris
FR,France,,,48.8582,2.3387000000000002,176.179.27.121,
FR,France,Paris,75014,48.8331,2.3264,176.186.205.167,Paris
FR,France,Paris,75015,48.8412,2.3003,90.92.55.105,Paris
FR,France,Paris,75017,48.8835,2.3219,80.215.2.134,Paris
FR,France,,,48.8582,2.3387000000000002,37.171.148.42,
FR,France,Paris,75020,48.8534,2.3487999999999998,92.184.105.4,Paris
GB,United Kingdom,Kidderminster,DY11,52.375,-2.2417,185.13.106.106,Worcestershire
FR,France,Anzin,59410,50.372,3.5039,93.22.37.12,North
FR,France,Anzin,59410,50.372,3.5039,93.22.38.51,North
FR,France,Paris,75017,48.8835,2.3219,80.214.23.195,Paris
FR,France,Paris,75011,48.8574,2.3795,37.165.58.105,Paris
FR,France,Paris,75018,48.8925,2.3444,80.215.128.191,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,80.215.65.215,Paris
FR,France,Aubervilliers,93300,48.9167,2.3833,92.92.61.80,Seine-Saint-Denis
FR,France,,,48.8582,2.3387000000000002,176.131.42.133,
FR,France,Aubervilliers,93300,48.9167,2.3833,90.3.17.124,Seine-Saint-Denis
FR,France,Paris,75008,48.8763,2.3183,37.165.237.54,Paris
FR,France,,,48.8582,2.3387000000000002,93.23.12.198,
FR,France,Aulnay-sous-Bois,93600,48.9381,2.4939999999999998,89.90.128.241,Seine-Saint-Denis
FR,France,,,48.8582,2.3387000000000002,91.175.11.203,
FR,France,Rueil-Malmaison,92500,48.8765,2.1897,176.160.148.203,Hauts-de-Seine
FR,France,Narbonne,11100,43.184,3.0014,79.91.223.208,Aude
FR,France,Paris,75020,48.8534,2.3487999999999998,37.171.234.56,Paris
FR,France,Montpellier,34070,43.6109,3.8772,88.170.1.201,Hérault
FR,France,Le Chesnay,78150,48.8222,2.1221,82.124.73.71,Yvelines
ES,Spain,Madrid,28001,40.4167,-3.6837999999999997,91.142.213.109,Madrid
FR,France,Villemoustaussou,11620,43.2519,2.3655,90.0.208.79,Aude
FR,France,Paris,75020,48.8534,2.3487999999999998,37.165.1.110,Paris
Not found,Not found,Not found,Not found,Not found,Not found,IP Not found,Not found
FR,France,Paris,75020,48.8534,2.3487999999999998,37.171.2.197,Paris
FR,France,Aubervilliers,93300,48.9167,2.3833,109.14.131.43,Seine-Saint-Denis
FR,France,La Ville-aux-Dames,37700,47.3955,0.7684,88.123.235.40,Indre and Loire
FR,France,Paris,75001,48.8628,2.3292,134.157.15.22,Paris
FR,France,Marseille,13000,43.2854,5.3761,37.172.202.217,Bouches-du-Rhône
FR,France,Cergy,95000,49.0364,2.0761,46.193.66.248,Val d'Oise
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.150.222,Loire-Atlantique
GB,United Kingdom,Kidderminster,DY11,52.375,-2.2417,185.13.106.236,Worcestershire
FR,France,Paris,75020,48.8534,2.3487999999999998,80.214.113.243,Paris
FR,France,Montmagny,95360,48.9734,2.3468999999999998,77.131.248.232,Val d'Oise
FR,France,Clichy,92110,48.9002,2.3095,37.165.241.219,Hauts-de-Seine
FR,France,,,48.8582,2.3387000000000002,37.165.50.102,
FR,France,Anzin,59410,50.372,3.5039,93.22.36.47,North
FR,France,,,48.8582,2.3387000000000002,93.23.14.254,
FR,France,Laval,53000,48.0667,-0.7667,87.88.164.180,Mayenne
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.133.133,Vosges
FR,France,Paris,75019,48.8817,2.3822,37.164.236.145,Paris
FR,France,,,48.8582,2.3387000000000002,93.23.14.136,
FR,France,,,48.8582,2.3387000000000002,92.184.97.55,
FR,France,Paris,75017,48.8835,2.3219,37.164.220.116,Paris
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.132.105,Vosges
FR,France,Paris,75001,48.8628,2.3292,134.157.15.20,Paris
FR,France,Paris,75019,48.8817,2.3822,37.173.181.213,Paris
FR,France,,,48.8582,2.3387000000000002,176.172.94.225,
FR,France,Courbevoie,92400,48.8967,2.2567,79.95.12.10,Hauts-de-Seine
FR,France,Paris,75017,48.8835,2.3219,5.51.245.240,Paris
FR,France,Paris,75013,48.8322,2.3561,37.165.146.214,Paris
FR,France,Anzin,59410,50.372,3.5039,93.22.37.251,North
FR,France,,,48.8582,2.3387000000000002,37.165.255.164,
FR,France,Paris,75019,48.8817,2.3822,92.169.45.207,Paris
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.134.242,Vosges
FR,France,Rueil-Malmaison,92500,48.8765,2.1897,90.79.24.18,Hauts-de-Seine
FR,France,Neuilly-Plaisance,93360,48.8634,2.5060000000000002,86.74.25.222,Seine-Saint-Denis
FR,France,Cachan,94230,48.7963,2.3366,86.247.168.255,Val-de-Marne
FR,France,Mortcerf,77163,48.7888,2.9169,176.143.58.37,Seine-et-Marne
FR,France,Paris,75015,48.8412,2.3003,176.175.83.241,Paris
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.151.232,Loire-Atlantique
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.133.243,Vosges
FR,France,Sarreinsming,57905,49.0897,7.1096,88.123.122.183,Moselle
FR,France,Brétigny-sur-Orge,91220,48.6113,2.3059,87.91.192.231,Essonne
FR,France,,,48.8582,2.3387000000000002,46.193.66.155,
FR,France,Le Blanc-Mesnil,93150,48.9387,2.4614,78.245.174.153,Seine-Saint-Denis
FR,France,Saint-Maur-des-Fossés,94210,48.7939,2.4932,91.161.224.98,Val-de-Marne
FR,France,Maizieres-les-Metz,57280,49.2075,6.1605,37.172.17.116,Moselle
FR,France,Montevrain,77144,48.8742,2.7511,88.170.135.43,Seine-et-Marne
FR,France,Aubervilliers,93300,48.9167,2.3833,109.14.101.32,Seine-Saint-Denis
FR,France,Paris,75001,48.8628,2.3292,46.193.1.219,Paris
FR,France,L'Haÿ-les-Roses,94240,48.7833,2.3333,89.3.106.241,Val-de-Marne
FR,France,Paris,75008,48.8763,2.3183,83.159.72.241,Paris
FR,France,Épinay-sur-Orge,91360,48.6734,2.3106999999999998,90.44.67.200,Essonne
FR,France,Paris,75013,48.8322,2.3561,80.215.154.221,Paris
FR,France,Paris,75011,48.8574,2.3795,176.189.148.165,Paris
FR,France,Paris,75014,48.8331,2.3264,80.215.166.198,Paris
FR,France,Cachan,94230,48.7963,2.3366,176.132.208.231,Val-de-Marne
FR,France,Paris,75013,48.8322,2.3561,37.171.246.56,Paris
FR,France,Levallois-Perret,92300,48.8939,2.2886,80.215.101.75,Hauts-de-Seine
FR,France,Paris,75018,48.8925,2.3444,37.165.141.63,Paris
FR,France,Villiers-sur-Marne,94350,48.831,2.5484,83.200.59.179,Val-de-Marne
FR,France,Vannes,56000,47.6667,-2.75,176.191.241.19,Morbihan
FR,France,Paris,75017,48.8835,2.3219,90.79.237.124,Paris
FR,France,Paris,75017,48.8835,2.3219,80.214.16.84,Paris
FR,France,Paris,75019,48.8817,2.3822,80.215.243.86,Paris
FR,France,Paris,75001,48.8628,2.3292,134.157.24.204,Paris
FR,France,Fouleix,24380,44.9842,0.6811,37.170.95.83,Dordogne
FR,France,Villejuif,94800,48.7939,2.3599,37.170.37.22,Val-de-Marne
FR,France,Villejuif,94800,48.7939,2.3599,37.170.36.63,Val-de-Marne
FR,France,Paris,75001,48.8628,2.3292,37.170.64.23,Paris
FR,France,Veron,89510,48.1285,3.3077,88.122.57.133,Yonne
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.134.215,Vosges
FR,France,Paris,75020,48.8534,2.3487999999999998,176.175.60.56,Paris
FR,France,Paris,75001,48.8628,2.3292,109.190.91.67,Paris
FR,France,Noyal-sur-Vilaine,35530,48.1122,-1.5232999999999999,78.202.106.126,Ille-et-Vilaine
FR,France,Paris,75015,48.8412,2.3003,90.92.145.143,Paris
FR,France,Dreux,28100,48.7333,1.3667,87.88.171.29,Eure-et-Loir
FR,France,Paris,75017,48.8835,2.3219,80.214.22.160,Paris
FR,France,Paris,75008,48.8763,2.3183,80.215.111.47,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,80.214.115.214,Paris
FR,France,Paris,75013,48.8322,2.3561,80.215.40.21,Paris
FR,France,Paris,75014,48.8331,2.3264,80.215.162.138,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,80.214.115.223,Paris
FR,France,Paris,75001,48.8628,2.3292,134.157.26.68,Paris
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.132.111,Vosges
FR,France,Vitry-sur-Seine,94400,48.7872,2.4032999999999998,37.165.8.197,Val-de-Marne
FR,France,,,48.8582,2.3387000000000002,77.204.199.118,
FR,France,Paris,75000,48.8534,2.3487999999999998,176.241.250.4,Paris
FR,France,Paris,75019,48.8817,2.3822,37.172.113.103,Paris
FR,France,Paris,75018,48.8925,2.3444,37.172.76.112,Paris
FR,France,Paris,75012,48.8412,2.3876,92.184.118.137,Paris
FR,France,Igny,91430,48.7444,2.2243,82.123.31.94,Essonne
FR,France,Noisy-le-Grand,93160,48.8498,2.5627,37.169.6.70,Seine-Saint-Denis
FR,France,Paris,75013,48.8322,2.3561,80.215.159.56,Paris
FR,France,Boulogne-Billancourt,92100,48.8333,2.25,90.127.70.26,Hauts-de-Seine
FR,France,Missy,14210,49.1205,-0.551,78.198.27.168,Calvados
FR,France,Paris,75013,48.8322,2.3561,93.19.181.199,Paris
FR,France,Paris,75018,48.8925,2.3444,37.165.142.125,Paris
FR,France,Paris,75011,48.8574,2.3795,5.48.96.109,Paris
FR,France,,,48.8582,2.3387000000000002,37.171.163.124,
FR,France,Lans-en-Vercors,38250,45.1279,5.5857,88.127.96.107,Isère
FR,France,Vaucresson,92420,48.8408,2.1565,176.186.86.13,Hauts-de-Seine
FR,France,,,48.8582,2.3387000000000002,176.172.242.179,
FR,France,Fontainebleau,77300,48.4,2.7,93.25.49.250,Seine-et-Marne
FR,France,Bobigny,93000,48.9,2.45,37.165.204.55,Seine-Saint-Denis
FR,France,Saint-Berthevin,53940,48.0667,-0.8333,87.88.170.47,Mayenne
FR,France,Vanves,92170,48.8235,2.2903000000000002,80.215.89.172,Hauts-de-Seine
FR,France,Paris,75007,48.8565,2.321,37.164.122.107,Paris
FR,France,Paris,75015,48.8412,2.3003,37.164.29.237,Paris
FR,France,Le Mans,72000,48,0.2,87.88.190.137,Sarthe
FR,France,La Chapelle-Saint-Mesmin,45380,47.8865,1.8345,88.121.182.220,Loiret
FR,France,Paris,75020,48.8534,2.3487999999999998,80.214.119.227,Paris
GB,United Kingdom,Kidderminster,DY11,52.375,-2.2417,185.13.106.118,Worcestershire
FR,France,Paris,75019,48.8817,2.3822,78.194.183.128,Paris
FR,France,Montigny-les-Cormeilles,95370,48.982,2.2003,176.186.30.207,Val d'Oise
FR,France,,,48.8582,2.3387000000000002,37.164.44.152,
FR,France,Rozerieulles,57160,49.1068,6.0824,91.165.227.143,Moselle
FR,France,Elven,56250,47.7323,-2.5896,176.144.24.93,Morbihan
FR,France,Houilles,78800,48.9216,2.1926,90.90.27.148,Yvelines
FR,France,Paris,75010,48.8709,2.3561,37.173.146.188,Paris
FR,France,Paris,75018,48.8925,2.3444,37.165.70.156,Paris
FR,France,Paris,75013,48.8322,2.3561,80.215.152.251,Paris
FR,France,Nogent-sur-Marne,94130,48.8333,2.4833,90.46.55.201,Val-de-Marne
FR,France,Montrouge,92120,48.8162,2.3139,78.194.159.117,Hauts-de-Seine
FR,France,,,48.8582,2.3387000000000002,82.64.117.24,
FR,France,Montfermeil,93370,48.8982,2.5791,78.199.94.161,Seine-Saint-Denis
FR,France,Massy,91300,48.7269,2.283,176.137.237.252,Essonne
FR,France,Paris,75018,48.8925,2.3444,80.215.133.154,Paris
FR,France,Sarreguemines,57200,49.11,7.0675,81.220.66.137,Moselle
FR,France,Paris,75017,48.8835,2.3219,80.214.22.245,Paris
FR,France,Paris,75010,48.8709,2.3561,81.67.129.178,Paris
FR,France,Vanves,92170,48.8235,2.2903000000000002,80.215.93.217,Hauts-de-Seine
FR,France,Anzin,59410,50.372,3.5039,93.22.39.120,North
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.148.140,Loire-Atlantique
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.149.76,Loire-Atlantique
FR,France,Paris,75008,48.8763,2.3183,37.169.51.63,Paris
FR,France,Paris,75011,48.8574,2.3795,78.193.211.121,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,80.215.71.104,Paris
FR,France,Thiais,94320,48.765,2.3961,91.161.218.237,Val-de-Marne
FR,France,Paris,75015,48.8412,2.3003,37.172.233.14,Paris
FR,France,Fresnes,94260,48.7557,2.3224,80.215.206.240,Val-de-Marne
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.133.122,Vosges
FR,France,Albigny-sur-Saone,69250,45.8667,4.8333,37.165.168.27,Rhône
FR,France,Paris,75020,48.8534,2.3487999999999998,80.215.71.106,Paris
FR,France,,,48.8582,2.3387000000000002,37.165.107.157,
FR,France,Paris,75001,48.8628,2.3292,134.157.26.122,Paris
FR,France,Anzin,59410,50.372,3.5039,93.22.39.247,North
FR,France,Ivry-sur-Seine,94200,48.8157,2.3849,80.215.173.80,Val-de-Marne
FR,France,Vigneux-sur-Seine,91270,48.7029,2.4136,94.239.11.227,Essonne
FR,France,Anzin,59410,50.372,3.5039,93.22.39.102,North
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.148.174,Loire-Atlantique
GB,United Kingdom,Kidderminster,DY11,52.375,-2.2417,185.13.106.97,Worcestershire
GB,United Kingdom,London,EC2V,51.5161,-0.0949,83.137.1.222,England
FR,France,Paris,75004,48.8601,2.3507,37.170.248.213,Paris
FR,France,Paris,75019,48.8817,2.3822,80.214.24.67,Paris
,,,,47,8,77.111.247.138,
FR,France,,,48.8582,2.3387000000000002,92.184.97.128,
FR,France,Saint-Die-des-Vosges,88100,48.2494,6.8995999999999995,93.22.135.110,Vosges
FR,France,Dole,39100,47.1,5.5,176.145.216.71,Jura
FR,France,Paris,75017,48.8835,2.3219,80.215.77.197,Paris
FR,France,Paris,75014,48.8331,2.3264,80.215.162.205,Paris
FR,France,Paris,75017,48.8835,2.3219,80.215.0.128,Paris
FR,France,Paris,75007,48.8565,2.321,37.164.120.9,Paris
FR,France,Alençon,61000,48.4333,0.0833,87.88.173.183,Orne
FR,France,Villiers-sur-Marne,94350,48.831,2.5484,37.170.159.44,Val-de-Marne
FR,France,,,48.8582,2.3387000000000002,37.165.23.30,
FR,France,Le Mee-sur-Seine,77350,48.5195,2.6065,83.199.244.238,Seine-et-Marne
FR,France,Paris,75012,48.8412,2.3876,37.170.195.87,Paris
FR,France,Paris,75015,48.8412,2.3003,80.215.230.95,Paris
FR,France,Paris,75011,48.8574,2.3795,185.61.186.156,Paris
GB,United Kingdom,Kidderminster,DY11,52.375,-2.2417,185.13.106.225,Worcestershire
FR,France,Anzin,59410,50.372,3.5039,93.22.38.114,North
FR,France,Saint-Ouen,93400,48.9065,2.3334,37.168.105.115,Seine-Saint-Denis
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.150.218,Loire-Atlantique
FR,France,Paris,75020,48.8534,2.3487999999999998,37.164.155.120,Paris
FR,France,,,48.8582,2.3387000000000002,92.184.97.178,
FR,France,Paris,75008,48.8763,2.3183,37.170.191.135,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,92.184.106.181,Paris
FR,France,Anzin,59410,50.372,3.5039,93.22.37.95,North
FR,France,Villemomble,93250,48.8833,2.5,37.165.123.119,Seine-Saint-Denis
FR,France,Villejuif,94800,48.7939,2.3599,37.172.186.131,Val-de-Marne
FR,France,Paris,75017,48.8835,2.3219,80.215.77.82,Paris
FR,France,,,48.8582,2.3387000000000002,92.184.97.218,
FR,France,Paris,75013,48.8322,2.3561,37.171.208.87,Paris
GB,United Kingdom,Kidderminster,DY11,52.375,-2.2417,185.13.106.102,Worcestershire
FR,France,Paris,75017,48.8835,2.3219,80.214.72.76,Paris
FR,France,,,48.8582,2.3387000000000002,93.23.13.217,
FR,France,Villemomble,93250,48.8833,2.5,37.165.120.69,Seine-Saint-Denis
FR,France,Paris,75018,48.8925,2.3444,80.215.198.211,Paris
FR,France,Paris,75013,48.8322,2.3561,37.169.3.149,Paris
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.148.168,Loire-Atlantique
FR,France,Paris,75017,48.8835,2.3219,80.215.1.68,Paris
FR,France,,,48.8582,2.3387000000000002,93.23.15.170,
FR,France,Paris,75020,48.8534,2.3487999999999998,37.171.69.60,Paris
FR,France,Paris,75017,48.8835,2.3219,80.215.72.178,Paris
FR,France,Paris,75014,48.8331,2.3264,37.165.119.50,Paris
FR,France,Paris,75020,48.8534,2.3487999999999998,80.214.117.169,Paris
FR,France,Paris,75018,48.8925,2.3444,37.165.141.205,Paris
GB,United Kingdom,London,EC2V,51.5161,-0.0949,83.137.1.200,England
FR,France,Anzin,59410,50.372,3.5039,93.22.39.179,North
FR,France,Paris,75012,48.8412,2.3876,92.184.116.249,Paris
FR,France,Paris,75013,48.8322,2.3561,37.172.139.79,Paris
FR,France,Paris,75017,48.8835,2.3219,37.164.224.74,Paris
FR,France,Les Lilas,93260,48.8799,2.4206,37.170.25.143,Seine-Saint-Denis
FR,France,Ivry-sur-Seine,94200,48.8157,2.3849,80.215.170.35,Val-de-Marne
FR,France,Paris,75017,48.8835,2.3219,80.215.5.180,Paris
FR,France,Paris,75018,48.8925,2.3444,37.164.252.35,Paris
FR,France,Paris,75017,48.8835,2.3219,80.214.75.145,Paris
FR,France,Paris,75014,48.8331,2.3264,80.215.32.4,Paris
FR,France,Paris,75018,48.8925,2.3444,80.215.130.80,Paris
FR,France,Paris,75007,48.8565,2.321,37.164.122.89,Paris
FR,France,,,48.8582,2.3387000000000002,93.23.13.242,
FR,France,Saint-Denis,93200,48.9333,2.3667,37.171.104.157,Seine-Saint-Denis
FR,France,Paris,75020,48.8534,2.3487999999999998,92.184.105.51,Paris
FR,France,Anzin,59410,50.372,3.5039,93.22.39.68,North
FR,France,Paris,75018,48.8925,2.3444,80.215.135.107,Paris
GB,United Kingdom,Kidderminster,DY11,52.375,-2.2417,185.13.106.116,Worcestershire
FR,France,Bouaye,44830,47.1426,-1.6931,93.22.151.31,Loire-Atlantique
FR,France,Paris,75008,48.8763,2.3183,37.165.220.5,Paris
FR,France,Paris,75010,48.8709,2.3561,37.173.147.147,Paris
FR,France,Paris,75019,48.8817,2.3822,37.170.211.28,Paris
FR,France,Vigneux-sur-Seine,91270,48.7029,2.4136,37.171.116.246,Essonne
FR,France,Paris,75001,48.8628,2.3292,37.172.149.3,Paris
FR,France,Paris,75001,48.8628,2.3292,134.157.24.50,Paris
FR,France,Paris,75008,48.8763,2.3183,37.165.237.111,Paris
FR,France,Paris,75018,48.8925,2.3444,37.165.142.54,Paris
FR,France,Fresnes,94260,48.7557,2.3224,80.215.202.26,Val-de-Marne
FR,France,Ivry-sur-Seine,94200,48.8157,2.3849,37.164.0.85,Val-de-Marne
